course_id,course_name,group_id,teacher,room,credit,students
COURSE_050,과목050,GRP02,교사20,R125,4,"S0003,S0020,S0022,S0027,S0046,S0051,S0058,S0070,S0075,S0077,S0082,S0094,S0101,S0106,S0118,S0125,S0130,S0132,S0149,S0156,S0173,S0180,S0185,S0187,S0197,S0199,S0204,S0211,S0223,S0228,S0235,S0247,S0252,S0254,S0259,S0278,S0283,S0302,S0307,S0309,S0314,S0326,S0333,S0338,S0350,S0352,S0357,S0362,S0364,S0376,S0381,S0388,S0405,S0407,S0412,S0417,S0431,S0436,S0443,S0455,S0460,S0462,S0467,S0479"
COURSE_051,과목051,GRP03,교사21,R101,2,"S0005,S0017,S0024,S0029,S0041,S0048,S0053,S0055,S0072,S0079,S0096,S0103,S0108,S0110,S0120,S0122,S0127,S0134,S0146,S0151,S0158,S0170,S0175,S0177,S0182,S0201,S0206,S0225,S0230,S0232,S0237,S0249,S0256,S0261,S0273,S0275,S0280,S0285,S0287,S0299,S0304,S0311,S0328,S0330,S0335,S0340,S0354,S0359,S0366,S0378,S0383,S0385,S0390,S0402,S0409,S0414,S0433,S0438,S0440,S0457,S0464,S0469"
COURSE_052,과목052,GRP04,교사22,R102,3,"S0002,S0019,S0026,S0031,S0033,S0043,S0045,S0050,S0057,S0069,S0074,S0081,S0093,S0098,S0100,S0105,S0124,S0129,S0148,S0153,S0155,S0160,S0172,S0179,S0184,S0196,S0198,S0203,S0208,S0210,S0222,S0227,S0234,S0251,S0253,S0258,S0263,S0277,S0282,S0289,S0301,S0306,S0308,S0313,S0325,S0332,S0337,S0356,S0361,S0363,S0380,S0387,S0392,S0404,S0411,S0416,S0418,S0428,S0430,S0435,S0442,S0454,S0459,S0466"
COURSE_053,과목053,GRP05,교사23,R103,4,"S0004,S0016,S0021,S0023,S0028,S0047,S0052,S0071,S0076,S0078,S0083,S0095,S0102,S0107,S0119,S0121,S0126,S0131,S0133,S0145,S0150,S0157,S0174,S0176,S0181,S0186,S0200,S0205,S0212,S0224,S0229,S0231,S0236,S0248,S0255,S0260,S0279,S0284,S0286,S0303,S0310,S0315,S0327,S0334,S0339,S0341,S0351,S0353,S0358,S0365,S0377,S0382,S0389,S0406,S0408,S0413,S0432,S0437,S0444,S0456,S0461,S0463,S0468,S0480"
COURSE_054,과목054,GRP06,교사24,R104,2,"S0001,S0006,S0018,S0025,S0030,S0042,S0044,S0049,S0054,S0056,S0068,S0073,S0080,S0097,S0099,S0104,S0109,S0123,S0128,S0135,S0147,S0152,S0154,S0159,S0171,S0178,S0183,S0202,S0207,S0209,S0226,S0233,S0238,S0250,S0257,S0262,S0264,S0274,S0276,S0281,S0288,S0300,S0305,S0312,S0329,S0331,S0336,S0355,S0360,S0367,S0379,S0384,S0386,S0391,S0403,S0410,S0415,S0427,S0429,S0434,S0439,S0441,S0458,S0465"
COURSE_055,과목055,GRP07,교사25,R105,3,"S0003,S0020,S0022,S0027,S0032,S0046,S0051,S0058,S0070,S0075,S0077,S0082,S0094,S0101,S0106,S0125,S0130,S0132,S0149,S0156,S0161,S0173,S0180,S0185,S0187,S0197,S0199,S0204,S0211,S0223,S0228,S0235,S0252,S0254,S0259,S0278,S0283,S0290,S0302,S0307,S0309,S0314,S0326,S0333,S0338,S0350,S0352,S0357,S0362,S0364,S0381,S0388,S0405,S0407,S0412,S0417,S0419,S0431,S0436,S0443,S0455,S0460,S0462,S0467,S0479"
COURSE_056,과목056,GRP08,교사26,R106,4,"S0005,S0017,S0024,S0029,S0048,S0053,S0055,S0072,S0079,S0084,S0096,S0103,S0108,S0110,S0120,S0122,S0127,S0134,S0146,S0151,S0158,S0175,S0177,S0182,S0201,S0206,S0213,S0225,S0230,S0232,S0237,S0249,S0256,S0261,S0273,S0275,S0280,S0285,S0287,S0304,S0311,S0328,S0330,S0335,S0340,S0342,S0354,S0359,S0366,S0378,S0383,S0385,S0390,S0402,S0409,S0414,S0433,S0438,S0440,S0457,S0464,S0469"
COURSE_057,과목057,GRP09,교사27,R107,2,"S0002,S0007,S0019,S0026,S0031,S0033,S0043,S0045,S0050,S0057,S0069,S0074,S0081,S0098,S0100,S0105,S0124,S0129,S0136,S0148,S0153,S0155,S0160,S0172,S0179,S0184,S0196,S0198,S0203,S0208,S0210,S0227,S0234,S0251,S0253,S0258,S0263,S0265,S0277,S0282,S0289,S0301,S0306,S0308,S0313,S0325,S0332,S0337,S0356,S0361,S0363,S0380,S0387,S0392,S0404,S0411,S0416,S0418,S0428,S0430,S0435,S0442,S0454,S0459,S0466"
COURSE_058,과목058,GRP10,교사28,R108,3,"S0004,S0021,S0023,S0028,S0047,S0052,S0059,S0071,S0076,S0078,S0083,S0095,S0102,S0107,S0119,S0121,S0126,S0131,S0133,S0150,S0157,S0174,S0176,S0181,S0186,S0188,S0200,S0205,S0212,S0224,S0229,S0231,S0236,S0248,S0255,S0260,S0279,S0284,S0286,S0303,S0310,S0315,S0327,S0334,S0339,S0341,S0351,S0353,S0358,S0365,S0377,S0382,S0389,S0406,S0408,S0413,S0432,S0437,S0444,S0456,S0461,S0463,S0468,S0480"
COURSE_059,과목059,GRP11,교사29,R109,4,"S0001,S0006,S0018,S0025,S0030,S0042,S0044,S0049,S0054,S0056,S0073,S0080,S0097,S0099,S0104,S0109,S0111,S0123,S0128,S0135,S0147,S0152,S0154,S0159,S0171,S0178,S0183,S0202,S0207,S0209,S0226,S0233,S0238,S0250,S0257,S0262,S0264,S0274,S0276,S0281,S0288,S0300,S0305,S0312,S0329,S0331,S0336,S0355,S0360,S0367,S0379,S0384,S0386,S0391,S0403,S0410,S0415,S0429,S0434,S0439,S0441,S0458,S0465,S0470"
COURSE_060,과목060,GRP12,교사30,R110,2,"S0003,S0020,S0022,S0027,S0032,S0034,S0046,S0051,S0058,S0070,S0075,S0077,S0082,S0094,S0101,S0106,S0125,S0130,S0132,S0149,S0156,S0161,S0173,S0180,S0185,S0187,S0197,S0199,S0204,S0211,S0223,S0228,S0235,S0252,S0254,S0259,S0278,S0283,S0290,S0302,S0307,S0309,S0314,S0326,S0333,S0338,S0352,S0357,S0362,S0364,S0381,S0388,S0393,S0405,S0407,S0412,S0417,S0419,S0431,S0436,S0443,S0455,S0460,S0462,S0467"
COURSE_061,과목061,GRP13,교사01,R111,3,"S0005,S0017,S0024,S0029,S0048,S0053,S0055,S0072,S0079,S0084,S0096,S0103,S0108,S0110,S0120,S0122,S0127,S0134,S0146,S0151,S0158,S0175,S0177,S0182,S0201,S0206,S0213,S0225,S0230,S0232,S0237,S0249,S0256,S0261,S0275,S0280,S0285,S0287,S0304,S0311,S0316,S0328,S0330,S0335,S0340,S0342,S0354,S0359,S0366,S0378,S0383,S0385,S0390,S0409,S0414,S0433,S0438,S0440,S0445,S0457,S0464,S0469"
COURSE_062,과목062,GRP14,교사02,R112,4,"S0002,S0007,S0019,S0026,S0031,S0033,S0043,S0045,S0050,S0057,S0069,S0074,S0081,S0098,S0100,S0105,S0124,S0129,S0136,S0148,S0153,S0155,S0160,S0172,S0179,S0184,S0198,S0203,S0208,S0210,S0227,S0234,S0239,S0251,S0253,S0258,S0263,S0265,S0277,S0282,S0289,S0301,S0306,S0308,S0313,S0332,S0337,S0356,S0361,S0363,S0368,S0380,S0387,S0392,S0404,S0411,S0416,S0418,S0428,S0430,S0435,S0442,S0459,S0466"
COURSE_063,과목063,GRP15,교사03,R113,2,"S0004,S0021,S0023,S0028,S0047,S0052,S0059,S0071,S0076,S0078,S0083,S0095,S0102,S0107,S0121,S0126,S0131,S0133,S0150,S0157,S0162,S0174,S0176,S0181,S0186,S0188,S0200,S0205,S0212,S0224,S0229,S0231,S0236,S0255,S0260,S0279,S0284,S0286,S0291,S0303,S0310,S0315,S0327,S0334,S0339,S0341,S0351,S0353,S0358,S0365,S0382,S0389,S0406,S0408,S0413,S0420,S0432,S0437,S0444,S0456,S0461,S0463,S0468,S0480"
COURSE_064,과목064,GRP16,교사04,R114,3,"S0001,S0006,S0018,S0025,S0030,S0044,S0049,S0054,S0056,S0073,S0080,S0085,S0097,S0099,S0104,S0109,S0111,S0123,S0128,S0135,S0147,S0152,S0154,S0159,S0178,S0183,S0202,S0207,S0209,S0214,S0226,S0233,S0238,S0250,S0257,S0262,S0264,S0274,S0276,S0281,S0288,S0305,S0312,S0329,S0331,S0336,S0343,S0355,S0360,S0367,S0379,S0384,S0386,S0391,S0403,S0410,S0415,S0434,S0439,S0441,S0458,S0465,S0470"
COURSE_065,과목065,GRP17,교사05,R115,4,"S0003,S0008,S0020,S0022,S0027,S0032,S0034,S0046,S0051,S0058,S0070,S0075,S0077,S0082,S0101,S0106,S0125,S0130,S0132,S0137,S0149,S0156,S0161,S0173,S0180,S0185,S0187,S0197,S0199,S0204,S0211,S0228,S0235,S0252,S0254,S0259,S0266,S0278,S0283,S0290,S0302,S0307,S0309,S0314,S0326,S0333,S0338,S0357,S0362,S0364,S0381,S0388,S0393,S0405,S0407,S0412,S0417,S0419,S0431,S0436,S0443,S0455,S0460,S0462,S0467"
COURSE_066,과목066,GRP18,교사06,R116,2,"S0005,S0024,S0029,S0048,S0053,S0055,S0060,S0072,S0079,S0084,S0096,S0103,S0108,S0110,S0120,S0122,S0127,S0134,S0151,S0158,S0175,S0177,S0182,S0189,S0201,S0206,S0213,S0225,S0230,S0232,S0237,S0249,S0256,S0261,S0280,S0285,S0287,S0304,S0311,S0316,S0328,S0330,S0335,S0340,S0342,S0354,S0359,S0366,S0378,S0383,S0385,S0390,S0409,S0414,S0433,S0438,S0440,S0445,S0457,S0464,S0469"
COURSE_067,과목067,GRP19,교사07,R117,3,"S0002,S0007,S0019,S0026,S0031,S0033,S0043,S0045,S0050,S0057,S0074,S0081,S0098,S0100,S0105,S0112,S0124,S0129,S0136,S0148,S0153,S0155,S0160,S0172,S0179,S0184,S0203,S0208,S0210,S0227,S0234,S0239,S0251,S0253,S0258,S0263,S0265,S0277,S0282,S0289,S0301,S0306,S0308,S0313,S0332,S0337,S0356,S0361,S0363,S0368,S0380,S0387,S0392,S0404,S0411,S0416,S0418,S0430,S0435,S0442,S0459,S0466,S0471"
COURSE_068,과목068,GRP20,교사08,R118,4,"S0004,S0021,S0023,S0028,S0035,S0047,S0052,S0059,S0071,S0076,S0078,S0083,S0095,S0102,S0107,S0126,S0131,S0133,S0150,S0157,S0162,S0174,S0176,S0181,S0186,S0188,S0200,S0205,S0212,S0224,S0229,S0231,S0236,S0255,S0260,S0279,S0284,S0286,S0291,S0303,S0310,S0315,S0327,S0334,S0339,S0341,S0353,S0358,S0365,S0382,S0389,S0394,S0406,S0408,S0413,S0420,S0432,S0437,S0444,S0456,S0461,S0463,S0468"
COURSE_069,과목069,GRP21,교사09,R119,2,"S0001,S0006,S0018,S0025,S0030,S0049,S0054,S0056,S0073,S0080,S0085,S0097,S0099,S0104,S0109,S0111,S0123,S0128,S0135,S0147,S0152,S0154,S0159,S0178,S0183,S0202,S0207,S0209,S0214,S0226,S0233,S0238,S0250,S0257,S0262,S0264,S0276,S0281,S0288,S0305,S0312,S0317,S0329,S0331,S0336,S0343,S0355,S0360,S0367,S0379,S0384,S0386,S0391,S0410,S0415,S0434,S0439,S0441,S0446,S0458,S0465,S0470"
COURSE_070,과목070,GRP22,교사10,R120,3,"S0003,S0008,S0020,S0022,S0027,S0032,S0034,S0046,S0051,S0058,S0070,S0075,S0077,S0082,S0101,S0106,S0125,S0130,S0132,S0137,S0149,S0156,S0161,S0173,S0180,S0185,S0187,S0199,S0204,S0211,S0228,S0235,S0240,S0252,S0254,S0259,S0266,S0278,S0283,S0290,S0302,S0307,S0309,S0314,S0333,S0338,S0357,S0362,S0364,S0369,S0381,S0388,S0393,S0405,S0407,S0412,S0417,S0419,S0431,S0436,S0443,S0460,S0462,S0467"
COURSE_071,과목071,GRP23,교사11,R121,4,"S0005,S0024,S0029,S0048,S0053,S0055,S0060,S0072,S0079,S0084,S0096,S0103,S0108,S0110,S0122,S0127,S0134,S0151,S0158,S0163,S0175,S0177,S0182,S0189,S0201,S0206,S0213,S0225,S0230,S0232,S0237,S0256,S0261,S0280,S0285,S0287,S0292,S0304,S0311,S0316,S0328,S0330,S0335,S0340,S0342,S0354,S0359,S0366,S0383,S0385,S0390,S0409,S0414,S0421,S0433,S0438,S0440,S0445,S0457,S0464,S0469"
COURSE_072,과목072,GRP24,교사12,R122,2,"S0002,S0007,S0019,S0026,S0031,S0033,S0045,S0050,S0057,S0074,S0081,S0086,S0098,S0100,S0105,S0112,S0124,S0129,S0136,S0148,S0153,S0155,S0160,S0179,S0184,S0203,S0208,S0210,S0215,S0227,S0234,S0239,S0251,S0253,S0258,S0263,S0265,S0277,S0282,S0289,S0306,S0308,S0313,S0332,S0337,S0344,S0356,S0361,S0363,S0368,S0380,S0387,S0392,S0404,S0411,S0416,S0418,S0435,S0442,S0459,S0466,S0471,S0473"
COURSE_073,과목073,GRP01,교사13,R123,3,"S0004,S0009,S0021,S0023,S0028,S0035,S0047,S0052,S0059,S0071,S0076,S0078,S0083,S0102,S0107,S0126,S0131,S0133,S0138,S0150,S0157,S0162,S0174,S0176,S0181,S0186,S0188,S0200,S0205,S0212,S0229,S0231,S0236,S0255,S0260,S0267,S0279,S0284,S0286,S0291,S0303,S0310,S0315,S0327,S0334,S0339,S0341,S0358,S0365,S0382,S0389,S0394,S0396,S0406,S0408,S0413,S0420,S0432,S0437,S0444,S0456,S0461,S0463,S0468"
COURSE_074,과목074,GRP02,교사14,R124,4,"S0001,S0006,S0025,S0030,S0049,S0054,S0056,S0061,S0073,S0080,S0085,S0097,S0099,S0104,S0109,S0111,S0123,S0128,S0135,S0152,S0154,S0159,S0178,S0183,S0190,S0202,S0207,S0209,S0214,S0226,S0233,S0238,S0250,S0257,S0262,S0264,S0281,S0288,S0305,S0312,S0317,S0319,S0329,S0331,S0336,S0343,S0355,S0360,S0367,S0379,S0384,S0386,S0391,S0410,S0415,S0434,S0439,S0441,S0446,S0458,S0465,S0470"
COURSE_075,과목075,GRP03,교사15,R125,2,"S0003,S0008,S0020,S0022,S0027,S0032,S0034,S0046,S0051,S0058,S0075,S0077,S0082,S0101,S0106,S0113,S0125,S0130,S0132,S0137,S0149,S0156,S0161,S0173,S0180,S0185,S0187,S0204,S0211,S0228,S0235,S0240,S0242,S0252,S0254,S0259,S0266,S0278,S0283,S0290,S0302,S0307,S0309,S0314,S0333,S0338,S0357,S0362,S0364,S0369,S0381,S0388,S0393,S0405,S0407,S0412,S0417,S0419,S0431,S0436,S0443,S0460,S0462,S0467,S0472"
COURSE_076,과목076,GRP04,교사16,R101,3,"S0005,S0024,S0029,S0036,S0048,S0053,S0055,S0060,S0072,S0079,S0084,S0096,S0103,S0108,S0110,S0127,S0134,S0151,S0158,S0163,S0165,S0175,S0177,S0182,S0189,S0201,S0206,S0213,S0225,S0230,S0232,S0237,S0256,S0261,S0280,S0285,S0287,S0292,S0304,S0311,S0316,S0328,S0330,S0335,S0340,S0342,S0354,S0359,S0366,S0383,S0385,S0390,S0395,S0409,S0414,S0421,S0433,S0438,S0440,S0445,S0457,S0464,S0469"
COURSE_077,과목077,GRP05,교사17,R102,4,"S0002,S0007,S0019,S0026,S0031,S0033,S0050,S0057,S0074,S0081,S0086,S0088,S0098,S0100,S0105,S0112,S0124,S0129,S0136,S0148,S0153,S0155,S0160,S0179,S0184,S0203,S0208,S0210,S0215,S0227,S0234,S0239,S0251,S0253,S0258,S0263,S0265,S0277,S0282,S0289,S0306,S0308,S0313,S0318,S0332,S0337,S0344,S0356,S0361,S0363,S0368,S0380,S0387,S0392,S0411,S0416,S0418,S0435,S0442,S0447,S0459,S0466,S0471,S0473"
COURSE_078,과목078,GRP06,교사18,R103,2,"S0004,S0009,S0011,S0021,S0023,S0028,S0035,S0047,S0052,S0059,S0071,S0076,S0078,S0083,S0102,S0107,S0126,S0131,S0133,S0138,S0150,S0157,S0162,S0174,S0176,S0181,S0186,S0188,S0200,S0205,S0212,S0229,S0231,S0236,S0241,S0255,S0260,S0267,S0279,S0284,S0286,S0291,S0303,S0310,S0315,S0334,S0339,S0341,S0358,S0365,S0370,S0382,S0389,S0394,S0396,S0406,S0408,S0413,S0420,S0432,S0437,S0444,S0461,S0463,S0468"
COURSE_079,과목079,GRP07,교사19,R104,3,"S0001,S0006,S0025,S0030,S0049,S0054,S0056,S0061,S0073,S0080,S0085,S0097,S0099,S0104,S0109,S0111,S0123,S0128,S0135,S0152,S0154,S0159,S0164,S0178,S0183,S0190,S0202,S0207,S0209,S0214,S0226,S0233,S0238,S0257,S0262,S0264,S0281,S0288,S0293,S0305,S0312,S0317,S0319,S0329,S0331,S0336,S0343,S0355,S0360,S0367,S0384,S0386,S0391,S0410,S0415,S0422,S0434,S0439,S0441,S0446,S0458,S0465,S0470"
COURSE_080,과목080,GRP08,교사20,R105,4,"S0003,S0008,S0020,S0022,S0027,S0032,S0034,S0046,S0051,S0058,S0075,S0077,S0082,S0087,S0101,S0106,S0113,S0125,S0130,S0132,S0137,S0149,S0156,S0161,S0180,S0185,S0187,S0204,S0211,S0216,S0228,S0235,S0240,S0242,S0252,S0254,S0259,S0266,S0278,S0283,S0290,S0307,S0309,S0314,S0333,S0338,S0345,S0357,S0362,S0364,S0369,S0381,S0388,S0393,S0405,S0407,S0412,S0417,S0419,S0436,S0443,S0460,S0462,S0467,S0472,S0474"
COURSE_081,과목081,GRP09,교사21,R106,2,"S0005,S0010,S0024,S0029,S0036,S0048,S0053,S0055,S0060,S0072,S0079,S0084,S0103,S0108,S0110,S0127,S0134,S0139,S0151,S0158,S0163,S0165,S0175,S0177,S0182,S0189,S0201,S0206,S0213,S0230,S0232,S0237,S0256,S0261,S0268,S0280,S0285,S0287,S0292,S0304,S0311,S0316,S0328,S0330,S0335,S0340,S0342,S0359,S0366,S0383,S0385,S0390,S0395,S0397,S0409,S0414,S0421,S0433,S0438,S0440,S0445,S0457,S0464,S0469"
COURSE_082,과목082,GRP10,교사22,R107,3,"S0002,S0007,S0026,S0031,S0033,S0050,S0057,S0062,S0074,S0081,S0086,S0088,S0098,S0100,S0105,S0112,S0124,S0129,S0136,S0153,S0155,S0160,S0179,S0184,S0191,S0203,S0208,S0210,S0215,S0227,S0234,S0239,S0251,S0253,S0258,S0263,S0265,S0282,S0289,S0306,S0308,S0313,S0318,S0320,S0332,S0337,S0344,S0356,S0361,S0363,S0368,S0380,S0387,S0392,S0411,S0416,S0418,S0435,S0442,S0447,S0459,S0466,S0471,S0473"
COURSE_083,과목083,GRP11,교사23,R108,4,"S0004,S0009,S0011,S0021,S0023,S0028,S0035,S0047,S0052,S0059,S0076,S0078,S0083,S0102,S0107,S0114,S0126,S0131,S0133,S0138,S0150,S0157,S0162,S0174,S0176,S0181,S0186,S0188,S0205,S0212,S0229,S0231,S0236,S0241,S0243,S0255,S0260,S0267,S0279,S0284,S0286,S0291,S0303,S0310,S0315,S0334,S0339,S0341,S0358,S0365,S0370,S0382,S0389,S0394,S0396,S0406,S0408,S0413,S0420,S0432,S0437,S0444,S0461,S0463,S0468"
COURSE_084,과목084,GRP12,교사24,R109,2,"S0001,S0006,S0025,S0030,S0037,S0049,S0054,S0056,S0061,S0073,S0080,S0085,S0097,S0099,S0104,S0109,S0111,S0128,S0135,S0152,S0154,S0159,S0164,S0166,S0178,S0183,S0190,S0202,S0207,S0209,S0214,S0226,S0233,S0238,S0257,S0262,S0264,S0281,S0288,S0293,S0305,S0312,S0317,S0319,S0329,S0331,S0336,S0343,S0355,S0360,S0367,S0384,S0386,S0391,S0410,S0415,S0422,S0434,S0439,S0441,S0446,S0458,S0465,S0470"
COURSE_085,과목085,GRP13,교사25,R110,3,"S0003,S0008,S0020,S0022,S0027,S0032,S0034,S0051,S0058,S0075,S0077,S0082,S0087,S0089,S0101,S0106,S0113,S0125,S0130,S0132,S0137,S0149,S0156,S0161,S0180,S0185,S0187,S0204,S0211,S0216,S0228,S0235,S0240,S0242,S0252,S0254,S0259,S0266,S0278,S0283,S0290,S0307,S0309,S0314,S0333,S0338,S0345,S0357,S0362,S0364,S0369,S0381,S0388,S0393,S0407,S0412,S0417,S0419,S0436,S0443,S0448,S0460,S0462,S0467,S0472,S0474"
COURSE_086,과목086,GRP14,교사26,R111,4,"S0005,S0010,S0012,S0024,S0029,S0036,S0048,S0053,S0055,S0060,S0072,S0079,S0084,S0103,S0108,S0110,S0127,S0134,S0139,S0151,S0158,S0163,S0165,S0175,S0177,S0182,S0189,S0201,S0206,S0213,S0230,S0232,S0237,S0256,S0261,S0268,S0280,S0285,S0287,S0292,S0304,S0311,S0316,S0330,S0335,S0340,S0342,S0359,S0366,S0371,S0383,S0385,S0390,S0395,S0397,S0409,S0414,S0421,S0433,S0438,S0440,S0445,S0464,S0469"
COURSE_087,과목087,GRP15,교사27,R112,2,"S0002,S0007,S0026,S0031,S0033,S0050,S0057,S0062,S0074,S0081,S0086,S0088,S0098,S0100,S0105,S0112,S0124,S0129,S0136,S0153,S0155,S0160,S0179,S0184,S0191,S0203,S0208,S0210,S0215,S0227,S0234,S0239,S0253,S0258,S0263,S0265,S0282,S0289,S0294,S0306,S0308,S0313,S0318,S0320,S0332,S0337,S0344,S0356,S0361,S0363,S0368,S0387,S0392,S0411,S0416,S0418,S0423,S0435,S0442,S0447,S0459,S0466,S0471,S0473"
COURSE_088,과목088,GRP16,교사28,R113,3,"S0004,S0009,S0011,S0021,S0023,S0028,S0035,S0047,S0052,S0059,S0076,S0078,S0083,S0102,S0107,S0114,S0126,S0131,S0133,S0138,S0150,S0157,S0162,S0176,S0181,S0186,S0188,S0205,S0212,S0217,S0229,S0231,S0236,S0241,S0243,S0255,S0260,S0267,S0279,S0284,S0286,S0291,S0310,S0315,S0334,S0339,S0341,S0346,S0358,S0365,S0370,S0382,S0389,S0394,S0396,S0406,S0408,S0413,S0420,S0437,S0444,S0461,S0463,S0468,S0475"
COURSE_089,과목089,GRP17,교사29,R114,4,"S0001,S0006,S0025,S0030,S0037,S0049,S0054,S0056,S0061,S0073,S0080,S0085,S0099,S0104,S0109,S0111,S0128,S0135,S0140,S0152,S0154,S0159,S0164,S0166,S0178,S0183,S0190,S0202,S0207,S0209,S0214,S0233,S0238,S0257,S0262,S0264,S0269,S0281,S0288,S0293,S0305,S0312,S0317,S0319,S0329,S0331,S0336,S0343,S0360,S0367,S0384,S0386,S0391,S0398,S0410,S0415,S0422,S0434,S0439,S0441,S0446,S0458,S0465,S0470"
COURSE_090,과목090,GRP18,교사30,R115,2,"S0003,S0008,S0022,S0027,S0032,S0034,S0051,S0058,S0063,S0075,S0077,S0082,S0087,S0089,S0101,S0106,S0113,S0125,S0130,S0132,S0137,S0156,S0161,S0180,S0185,S0187,S0192,S0204,S0211,S0216,S0228,S0235,S0240,S0242,S0252,S0254,S0259,S0266,S0283,S0290,S0307,S0309,S0314,S0321,S0333,S0338,S0345,S0357,S0362,S0364,S0369,S0381,S0388,S0393,S0412,S0417,S0419,S0436,S0443,S0448,S0460,S0462,S0467,S0472,S0474"
COURSE_091,과목091,GRP19,교사01,R116,3,"S0005,S0010,S0012,S0024,S0029,S0036,S0048,S0053,S0055,S0060,S0079,S0084,S0103,S0108,S0110,S0115,S0127,S0134,S0139,S0151,S0158,S0163,S0165,S0175,S0177,S0182,S0189,S0206,S0213,S0230,S0232,S0237,S0244,S0256,S0261,S0268,S0280,S0285,S0287,S0292,S0304,S0311,S0316,S0335,S0340,S0342,S0359,S0366,S0371,S0383,S0385,S0390,S0395,S0397,S0409,S0414,S0421,S0433,S0438,S0440,S0445,S0464,S0469"
COURSE_092,과목092,GRP20,교사02,R117,4,"S0002,S0007,S0026,S0031,S0033,S0038,S0050,S0057,S0062,S0074,S0081,S0086,S0088,S0098,S0100,S0105,S0112,S0129,S0136,S0153,S0155,S0160,S0167,S0179,S0184,S0191,S0203,S0208,S0210,S0215,S0227,S0234,S0239,S0258,S0263,S0265,S0282,S0289,S0294,S0306,S0308,S0313,S0318,S0320,S0332,S0337,S0344,S0356,S0361,S0363,S0368,S0387,S0392,S0411,S0416,S0418,S0423,S0435,S0442,S0447,S0459,S0466,S0471,S0473"
COURSE_093,과목093,GRP21,교사03,R118,2,"S0004,S0009,S0011,S0021,S0023,S0028,S0035,S0052,S0059,S0076,S0078,S0083,S0090,S0102,S0107,S0114,S0126,S0131,S0133,S0138,S0150,S0157,S0162,S0181,S0186,S0188,S0205,S0212,S0217,S0229,S0231,S0236,S0241,S0243,S0255,S0260,S0267,S0279,S0284,S0286,S0291,S0310,S0315,S0334,S0339,S0341,S0346,S0358,S0365,S0370,S0382,S0389,S0394,S0396,S0408,S0413,S0420,S0437,S0444,S0449,S0461,S0463,S0468,S0475"
COURSE_094,과목094,GRP22,교사04,R119,3,"S0001,S0006,S0013,S0025,S0030,S0037,S0049,S0054,S0056,S0061,S0073,S0080,S0085,S0104,S0109,S0111,S0128,S0135,S0140,S0152,S0154,S0159,S0164,S0166,S0178,S0183,S0190,S0202,S0207,S0209,S0214,S0233,S0238,S0257,S0262,S0264,S0269,S0281,S0288,S0293,S0305,S0312,S0317,S0319,S0331,S0336,S0343,S0360,S0367,S0372,S0384,S0386,S0391,S0398,S0410,S0415,S0422,S0434,S0439,S0441,S0446,S0465,S0470"
COURSE_095,과목095,GRP23,교사05,R120,4,"S0003,S0008,S0027,S0032,S0034,S0051,S0058,S0063,S0075,S0077,S0082,S0087,S0089,S0101,S0106,S0113,S0125,S0130,S0132,S0137,S0156,S0161,S0180,S0185,S0187,S0192,S0204,S0211,S0216,S0228,S0235,S0240,S0242,S0254,S0259,S0266,S0283,S0290,S0295,S0307,S0309,S0314,S0321,S0333,S0338,S0345,S0357,S0362,S0364,S0369,S0388,S0393,S0412,S0417,S0419,S0424,S0436,S0443,S0448,S0460,S0462,S0467,S0472,S0474"
COURSE_096,과목096,GRP24,교사06,R121,2,"S0005,S0010,S0012,S0024,S0029,S0036,S0048,S0053,S0055,S0060,S0079,S0084,S0103,S0108,S0110,S0115,S0127,S0134,S0139,S0151,S0158,S0163,S0165,S0177,S0182,S0189,S0206,S0213,S0218,S0230,S0232,S0237,S0244,S0256,S0261,S0268,S0280,S0285,S0287,S0292,S0311,S0316,S0335,S0340,S0342,S0347,S0359,S0366,S0371,S0383,S0385,S0390,S0395,S0397,S0409,S0414,S0421,S0438,S0440,S0445,S0464,S0469,S0476"
COURSE_097,과목097,GRP01,교사07,R122,3,"S0002,S0007,S0026,S0031,S0033,S0038,S0050,S0057,S0062,S0074,S0081,S0086,S0088,S0100,S0105,S0112,S0129,S0136,S0141,S0153,S0155,S0160,S0167,S0179,S0184,S0191,S0203,S0208,S0210,S0215,S0234,S0239,S0258,S0263,S0265,S0270,S0282,S0289,S0294,S0306,S0308,S0313,S0318,S0320,S0332,S0337,S0344,S0361,S0363,S0368,S0387,S0392,S0399,S0411,S0416,S0418,S0423,S0435,S0442,S0447,S0459,S0466,S0471,S0473"
COURSE_098,과목098,GRP02,교사08,R123,4,"S0004,S0009,S0011,S0023,S0028,S0035,S0052,S0059,S0064,S0076,S0078,S0083,S0090,S0102,S0107,S0114,S0126,S0131,S0133,S0138,S0157,S0162,S0181,S0186,S0188,S0193,S0205,S0212,S0217,S0229,S0231,S0236,S0241,S0243,S0255,S0260,S0267,S0284,S0286,S0291,S0310,S0315,S0322,S0334,S0339,S0341,S0346,S0358,S0365,S0370,S0382,S0389,S0394,S0396,S0413,S0420,S0437,S0444,S0449,S0451,S0461,S0463,S0468,S0475"
